20140901,302968696,322294935
20140902,285396548,284068750
20140903,287343503,284800078
20140904,269848151,249485720
20140905,242469518,238679196
20140906,181653717,155394119
20140907,184592144,139751838
20140908,207583585,244448987
20140909,298362513,287653463
20140910,297221431,278258258
20140911,275956731,264912647
20140912,240178648,240820603
20140913,189181676,187443054
20140914,193383143,194943411
20140915,316239496,336685457
20140916,304055314,296028938
20140917,294439346,295900002
20140918,273176568,259488121
20140919,237762046,250168387
20140920,173442595,201297519
20140921,169678833,197224776
20140922,307164049,326907758
20140923,295005497,281678195
20140924,291838173,287059281
20140925,272276272,249644498
20140926,236990608,237553018
20140927,171197211,180037010
20140928,178040358,181852604
20140929,297344051,328242690
20140930,287188827,293063380
