20140901,303402182,321828207
20140902,284799349,285327622
20140903,286952995,283585254
20140904,270215279,252443451
20140905,242385589,237332861
20140906,180727262,154651349
20140907,185833122,139123525
20140908,208003733,243991426
20140909,297756390,288935011
20140910,296830962,277043504
20140911,276323882,267870214
20140912,240094711,239474245
20140913,188241132,186680940
20140914,194643041,194298439
20140915,316673034,336218577
20140916,303458187,297287684
20140917,294048867,294685060
20140918,273543709,262445746
20140919,237678099,248821929
20140920,172501990,200535258
20140921,170938640,196579781
20140922,307597552,326440982
20140923,294408334,282937093
20140924,291447683,285844433
20140925,272643409,252602228
20140926,236906659,236206695
20140927,170256597,179274975
20140928,179300198,181207772
20140929,297784001,327767560
20140930,286582660,294344872
