20140901,162451250,93264351
20140902,158369358,86597727
20140903,146379002,87627479
20140904,139741928,81648236
20140905,119489691,79738631
20140906,114561598,66765629
20140907,125065747,75526095
20140908,204248680,123718832
20140909,199116549,114875293
20140910,184041169,116241300
20140911,179581849,104584950
20140912,153555772,102138896
20140913,116184403,70093000
20140914,126837347,79290057
20140915,207141933,129884555
20140916,201937104,120600284
20140917,186648176,122034368
20140918,178185229,113707378
20140919,152361559,111047967
20140920,115280829,76206865
20140921,123128023,89276249
20140922,201084124,146242874
20140923,196031508,135789295
20140924,181189701,137403995
20140925,175280711,129897846
20140926,149877981,126859770
20140927,113401688,87057743
20140928,123799485,98480782
20140929,202180709,161320764
20140930,197100539,149789403
