20140901,316779109,296325465
20140902,281682636,234968956
20140903,284699786,249500197
20140904,246900518,260836400
20140905,246761180,276937723
20140906,176150048,139585288
20140907,187906099,146405127
20140908,316779109,294304955
20140909,281682636,274517145
20140910,284699786,285059860
20140911,246900518,261947414
20140912,246761180,207632689
20140913,176150048,190469334
20140914,187906099,193833546
20140915,316779109,299882719
20140916,281682636,277449136
20140917,284699786,244668861
20140918,246900518,235930734
20140919,246761181,225581438
20140920,176150048,169058549
20140921,187906099,189658818
20140922,316779109,324146677
20140923,281682636,294090257
20140924,284699786,271721765
20140925,246900518,296629105
20140926,246761180,274438202
20140927,176150048,251916493
20140928,187906099,242472767
20140929,316779109,350011692
20140930,281682636,315805381
