20140901,285453272,298103418
20140902,219839854,236378770
20140903,276640318,250997198
20140904,263809022,262401418
20140905,271725875,278599349
20140906,137976593,140422800
20140907,134427463,147283558
20140908,304729875,296070785
20140909,303217292,276164248
20140910,316290026,286770219
20140911,254147246,263519098
20140912,220953269,208878485
20140913,161296538,191612150
20140914,187228362,194996547
20140915,366048789,301682015
20140916,331363606,279113831
20140917,267496742,246136874
20140918,249532664,237346318
20140919,231692491,226934927
20140920,160668019,170072900
20140921,195514180,190796771
20140922,316294568,326091557
20140923,265460660,295854799
20140924,254694126,273352096
20140925,254003115,342059663
20140926,258671071,282819699
20140927,244805137,232312601
20140928,236282561,274637126
20140929,320579152,325840538
20140930,271137364,283991655
