20140901,278363461,287249012
20140902,203004573,217824451
20140903,275201967,241039412
20140904,268385723,255429050
20140905,281306729,286932082
20140906,120544648,113611853
20140907,115334956,124939789
20140908,309719731,300949411
20140909,313386809,272604159
20140910,328346184,286882194
20140911,255472300,247203137
20140912,212101195,194220231
20140913,148705006,182823802
20140914,183244300,198492116
20140915,385773672,311581878
20140916,352202033,280316913
20140917,264979480,241208787
20140918,249405046,228376220
20140919,225611770,219036701
20140920,148814934,151212954
20140921,194332613,182601065
20140922,319872867,340599270
20140923,263166215,303218936
20140924,247628369,283247153
20140925,255850006,309794179
20140926,260679829,286130779
20140927,260153643,268399386
20140928,246920325,256279715
20140929,324842736,376298543
20140930,268628131,327283514
