20140901,316074733,291524508
20140902,230506605,218640561
20140903,312484936,240844228
20140904,304745262,256536140
20140905,319416740,286334816
20140906,136875426,119624730
20140907,130959952,129281414
20140908,351678992,294941076
20140909,355842867,271497643
20140910,372828863,286105393
20140911,290082393,257337285
20140912,240835591,194173420
20140913,168850807,184531645
20140914,208069311,192751686
20140915,438036336,298598272
20140916,399916581,276178780
20140917,300877559,233811046
20140918,283193179,225501095
20140919,256176510,217053511
20140920,168975628,153942592
20140921,220659811,185477136
20140922,363207624,331005214
20140923,298818641,299281581
20140924,281175807,270589129
20140925,290511270,306830216
20140926,295995413,282330003
20140927,295397941,265586067
20140928,280371841,254771211
20140929,368850785,364731695
20140930,305020511,326698531
