20140901,290666078,304771974
20140902,244200560,250946600
20140903,281272735,262919745
20140904,269116937,252457385
20140905,261888124,262805639
20140906,151099182,134502986
20140907,149963550,132345814
20140908,258651658,272699199
20140909,305874661,280128811
20140910,312783808,282570226
20140911,265714516,256057892
20140912,226139922,217520417
20140913,168943341,185133428
20140914,188313722,196717764
20140915,351006584,324133668
20140916,328128674,288172926
20140917,279709413,268554394
20140918,261290807,243932170
20140919,231686908,234602544
20140920,161128764,176255236
20140921,182005723,189912920
20140922,313518458,333753514
20140923,279085856,292448566
20140924,269733271,285153217
20140925,264063139,279719338
20140926,248835218,261841898
20140927,215675427,224218198
20140928,212480342,219066160
20140929,311093394,352270616
20140930,277908479,310173447
