20140901,285453272,290543686
20140902,219839854,232734920
20140903,276640318,248001531
20140904,263809022,258083653
20140905,271725875,275477169
20140906,137976593,133467779
20140907,134427463,141690389
20140908,304729875,297543351
20140909,303217292,273607338
20140910,316290026,283758785
20140911,254147246,251250480
20140912,220953269,206327214
20140913,161296538,187687639
20140914,187228362,197545048
20140915,366048789,309229985
20140916,331363606,279172948
20140917,267496742,249553088
20140918,249532664,236895286
20140919,231692491,225820185
20140920,160668019,165590403
20140921,195514180,185843196
20140922,316294568,330288333
20140923,265460660,295477276
20140924,254694126,280976957
20140925,254003115,297107745
20140926,258671071,275822672
20140927,244805137,252548692
20140928,236282561,242032481
20140929,320579152,357654372
20140930,271137364,314054092
